Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary
Kinder,584,France,Female,41,3,88594.93,1,0,178997.89
Terry,744,France,Male,29,6,123737.04,1,0,141558.04
Shepherdson,687,France,Female,35,1,110752.15,1,1,47921.22
Short,688,Spain,Female,46,3,0,0,1,104902.68
Zetticci,519,France,Male,34,5,0,1,0,68479.6
Belov,733,Spain,Female,38,5,0,1,1,1271.51
Knight,666,Spain,Male,43,5,0,1,0,29346.1
Burson,511,Spain,Female,40,1,0,1,1,184118.73
Nicholls,705,France,Female,54,3,125889.3,1,0,96013.5
Hs?eh,544,France,Male,48,10,78314.63,1,1,103713.93
Ku,564,France,Female,36,7,206329.65,1,1,46632.87
T'ien,702,France,Male,40,7,145536.9,0,1,135334.24
H?,658,France,Male,31,2,77082.65,0,0,13482.28
Vasilieva,654,France,Female,24,8,145081.73,1,1,130075.07
Omeokachie,649,France,Female,41,4,115897.73,1,0,143544.48
Napolitano,597,Spain,Male,24,0,108058.07,1,1,187826.11
Hopwood,782,France,Male,33,7,191523.09,1,1,167058.75
Bergamaschi,644,France,Male,38,3,0,1,1,79928.41
Lindeman,679,Spain,Female,39,7,91187.9,0,1,6075.36
McKinley,678,France,Female,60,2,0,1,1,43821.56
Sergeyev,806,France,Male,34,5,113958.55,0,1,32125.98
Sanchez,668,Spain,Male,43,1,147167.25,0,0,141679.73
Muomelu,659,France,Male,29,9,82916.48,1,1,84133.48
Murray,660,France,Male,34,1,0,1,0,9692.58
Ibekwe,601,France,Female,37,5,0,0,0,20708.6
McVey,781,France,Female,48,0,57098.96,1,0,85644.06
White,628,France,Male,39,1,115341.19,1,1,107674.3
Patterson,751,France,Male,30,3,165257.2,0,0,134822.05
Mai,531,France,Female,37,1,0,1,0,4606.97
Han,647,France,Female,42,9,0,1,1,51362.82
Davidson,708,Spain,Male,46,7,68799.72,1,1,39704.14
Parkin,550,Spain,Male,39,2,116120.19,1,1,195638.13
McKissick,670,France,Male,33,1,0,1,1,86413.11
Horsfall,592,France,Female,31,2,84102.11,0,1,116385.24
Clapp,589,France,Female,50,4,0,0,1,182076.97
Azikiwe,725,France,Female,33,4,0,1,1,67879.8
Zubarev,570,France,Female,43,9,0,0,1,11417.26
Pisano,575,France,Male,46,1,0,1,1,65998.26
Coates,501,France,Male,25,6,104013.79,1,0,114774.35
Trentino,431,France,Male,42,8,120822.86,1,0,126153.24
MacDonnell,719,Spain,Male,40,4,128389.12,1,1,176091.31
Ermakov,850,France,Male,36,7,102800.72,1,1,87352.43
K?,554,France,Female,31,6,135470.9,1,0,107074.81
Hammonds,418,France,Male,36,7,90145.04,1,1,69157.93
Peppin,715,Spain,Male,31,7,0,1,1,149970.59
Ball,750,Spain,Female,33,3,161801.47,0,1,153288.97
Yeh,766,France,Male,37,2,99660.13,0,1,147700.78
L?,652,Spain,Female,38,6,123081.84,1,1,188657.97
Shih,658,France,Male,42,8,102870.93,0,1,103764.55
Greco,659,France,Female,37,1,151105.68,1,1,140934.57
Napolitano,574,France,Male,35,5,163856.76,1,1,15118.2
Zaytseva,611,France,Male,38,7,0,1,1,63202
Genovesi,738,Spain,Male,35,8,127290.61,1,0,16081.62
Angelo,571,France,Male,49,4,180614.04,0,0,523
Waters,686,France,Female,44,7,55053.62,1,0,181757.19
Maclean,679,Spain,Male,33,4,96110.22,1,0,1173.23
Seleznyova,617,Spain,Female,46,3,106521.49,0,1,86587.37
Fontenot,673,France,Male,39,7,82255.51,1,0,109545.56
Reid,745,France,Female,33,1,0,1,1,174431.01
Fraser,677,France,Female,26,3,102395.79,1,0,119368.99
Tuan,613,Spain,Male,39,8,118201.41,1,0,23315.59
Howarth,576,France,Female,55,6,44582.07,0,1,67539.85
Davis,584,Spain,Female,30,5,0,1,1,185201.58
Gorbunov,663,France,Male,22,6,0,0,1,131827.15
Gentry,466,France,Male,26,9,105522.06,1,0,10842.46
Chiu,510,France,Female,50,7,123936.54,1,1,23768.01
Sunderland,619,Spain,Female,38,6,0,1,1,117616.29
Fan,696,France,Female,66,7,119499.42,1,1,174027.3
Parry,554,France,Female,44,9,135814.7,0,0,115091.38
Niu,595,France,Male,52,9,0,1,1,106340.66
Zuyev,659,France,Male,39,8,106259.63,1,1,198103.32
Ijendu,662,France,Male,44,8,0,1,1,175314.87
Bird,556,Spain,Male,38,2,115463.16,1,0,150679.65
Palmer,701,Spain,Female,39,9,0,1,1,110043.88
Y?,587,Spain,Male,42,5,120233.83,1,0,194890.33
Nicholson,571,France,Female,47,7,0,0,0,112366.98
Adams,539,France,Female,40,7,81132.21,1,0,167289.82
Cocci,644,France,Female,34,10,122196.99,1,1,182099.71
Kuo,572,France,Male,39,4,112290.22,1,0,49373.97
Trevisani,753,France,Female,50,4,0,1,1,861.4
Kuo,706,France,Male,35,5,0,1,1,81718.37
H?,588,France,Male,44,8,154409.74,1,0,49324.03
Thomson,825,France,Male,32,9,0,0,0,9751.03
Knorr,627,Spain,Male,48,1,132759.8,1,0,78899.22
Manfrin,532,France,Male,60,5,76705.87,0,1,13889.73
Hayes,764,France,Female,44,1,0,1,1,11467.38
Shao,700,France,Female,36,4,0,1,0,130789.15
Sinclair,660,France,Male,41,3,0,1,1,108665.89
Bradshaw,518,France,Male,29,9,125961.74,1,0,160303.08
Castiglione,557,France,Female,39,7,49572.73,1,0,115287.99
Hurst,639,France,Female,35,1,103015.12,1,1,139094.12
Adamson,557,France,Female,24,4,0,0,0,20515.72
James,633,France,Female,32,1,104001.38,0,1,36642.65
Pavlova,623,Spain,Female,50,2,87116.71,1,1,104382.11
Davey,611,France,Male,68,5,82547.11,1,1,146448.01
Barrett,666,Spain,Female,47,5,0,0,0,166650.9
Dolgorukova,521,France,Male,27,4,121325.84,1,1,164223.7
Johnson,775,France,Male,28,9,111167.7,1,0,149331.01
Manna,681,France,Male,48,5,139714.4,0,0,73066.72
Hou,564,France,Female,32,10,139875.2,1,0,15378.23
Okeke,646,France,Female,44,2,113063.83,0,0,53072.49
Kodilinyechukwu,670,France,Female,50,8,138340.06,0,1,3159.15
Esposito,751,France,Male,43,1,114974.24,1,0,125920.54
Boyle,544,France,Female,33,6,0,1,1,124113.04
Hsiung,639,France,Female,38,5,0,0,0,93716.38
Kennedy,635,France,Female,65,5,117325.54,1,0,155799.86
Norton,672,France,Female,28,6,0,0,1,8814.69
Zakharov,639,France,Female,35,8,0,0,0,164453.98
Chimaraoke,697,France,Female,25,1,0,0,0,87803.32
Small,850,Spain,Male,44,8,0,1,1,183617.32
McGregor,748,France,Female,34,8,0,1,0,53584.03
Brown,463,Spain,Female,35,2,0,1,1,1950.93
Frederickson,572,France,Female,30,6,0,0,1,175025.27
Wood,741,Spain,Male,50,1,78737.61,1,1,13018.96
Smith,646,Spain,Male,25,5,182876.88,1,1,42537.59
Harris,805,France,Male,50,9,130023.38,1,0,62989.82
Hall,637,France,Male,36,2,152606.82,1,1,71692.8
Pickworth,651,France,Male,28,7,0,1,0,823.96
Porter,672,France,Male,28,4,167268.98,1,1,169469.3
Storey,493,France,Male,54,3,167831.88,1,0,150159.95
Li,524,France,Male,29,9,144287.6,1,0,32063.3
McGill,624,France,Female,45,5,151855.33,1,0,68794.15
Sinclair,569,Spain,Female,51,3,0,1,0,75084.96
Horton,677,France,Female,27,2,0,0,1,114685.92
Sal,464,France,Male,37,4,155994.15,0,0,143665.44
Murray,718,France,Male,26,7,147527.03,0,0,51099.56
Giles,594,France,Female,53,4,0,1,0,5408.74
Brown,574,France,Male,33,8,100267.03,1,0,103006.27
Okechukwu,478,Spain,Male,48,0,83287.05,0,1,44147.95
White,615,Spain,Male,41,4,0,0,1,149278.96
Kirillova,651,Spain,Male,45,4,0,0,0,193009.21
Lawson,465,France,Male,53,1,117438.17,0,0,74898.8
Sarratt,558,France,Female,56,7,121235.05,1,1,116253.1
Hay,540,France,Male,37,3,129965.18,0,0,19374.08
Lin,568,France,Male,46,8,150836.92,0,0,64516.8
Ozerova,630,France,Male,31,0,0,1,1,34475.14
Lambert,523,France,Male,60,1,163894.35,0,1,57061.71
Bulgakov,678,France,Female,48,2,0,1,1,32301.88
He,438,France,Male,38,2,0,1,0,136859.55
Uchechukwu,544,France,Male,44,1,0,0,0,69244.24
Robertson,595,France,Male,34,2,87967.42,0,1,156309.52
Leworthy,678,France,Male,26,3,0,1,0,4989.33
Onyemachukwu,850,France,Female,36,6,0,1,1,190194.95
Rivero,589,France,Female,20,2,121093.29,1,0,3529.72
Lai,785,Spain,Female,31,2,121691.54,0,0,81778.72
Feng,563,Spain,Male,57,6,0,1,1,39297.48
Hornung,602,France,Female,39,6,154121.32,1,0,176614.86
Schiavone,591,France,Male,29,6,0,1,1,108684.65
Barnet,643,Spain,Male,43,1,0,1,1,145764.4
Dennys,605,France,Female,32,5,0,1,1,42135.28
Ritchie,755,France,Male,43,6,165048.5,1,0,16929.41
Lo,769,Spain,Male,38,6,0,0,0,104393.78
Yuriev,620,France,Female,33,9,127638.35,1,1,192717.57
Howarth,725,France,Male,31,8,0,1,1,59650.42
Gibson,818,France,Female,72,8,135290.42,1,1,63729.72
Zikoranachidimma,624,France,Female,71,4,170252.05,1,1,73679.59
Mason,669,France,Female,35,4,108269.2,1,0,174969.92
Rizzo,712,France,Female,32,1,0,1,0,1703.58
Thomson,603,France,Female,35,9,145623.36,1,0,163181.62
Ignatyev,597,France,Female,41,4,145809.53,1,1,52319.26
Ferguson,580,France,Male,76,2,130334.84,1,1,51672.08
Woods,718,France,Female,39,3,0,1,1,145355.11
Sung,527,Spain,Male,53,8,0,1,1,51711.57
Lo,729,Spain,Female,42,1,0,1,1,149535.97
Burn,746,France,Female,24,4,0,0,1,94105
Russell,699,France,Female,54,3,111009.32,1,1,155905.79
Jen,759,France,Female,46,2,0,1,1,138380.11
Lo Duca,748,France,Female,39,3,157371.54,0,1,97734.3
Oluchi,698,Spain,Female,63,5,0,1,1,173576.71
Yao,686,France,Male,37,9,134560.62,1,0,27596.39
Gould,679,France,Male,40,1,0,1,1,16897.19
Salter,682,France,Male,36,5,72373.62,1,0,36895.99
Warner,778,France,Female,34,7,109564.1,0,1,113046.81
Salier,742,France,Female,25,4,132116.13,1,0,129933.5
Lazar,649,France,Male,24,7,101195.23,0,0,133091.32
Onyenachiya,763,France,Male,67,1,149436.73,0,1,106282.74
Findlay,595,France,Male,30,9,130682.11,1,1,57862.88
Gibbons,628,France,Female,51,10,115280.49,0,0,12628.61
McCawley,625,France,Female,36,8,129944.39,0,0,198914.8
Taylor,733,France,Male,36,5,0,1,1,109127.54
Yang,665,Spain,Female,32,10,0,1,1,22487.45
Okwudiliolisa,805,France,Male,56,6,151802.29,1,0,46791.09
Napolitano,725,France,Male,38,6,0,1,1,158697.28
Vavilov,554,France,Female,38,3,138731.95,1,1,194138.36
Teague,675,Spain,Female,35,8,155621.08,0,1,35177.31
Chiemenam,556,France,Female,54,4,150005.38,1,0,157015.5
Hughes,635,Spain,Female,48,2,0,1,1,136551.25
Cattaneo,601,France,Male,47,1,64430.06,0,1,96517.97
Davis,600,France,Male,53,7,106261.63,1,0,93629.66
Nekrasova,758,Spain,Male,40,3,0,0,0,96097.65
Loggia,606,France,Female,41,4,132670.53,1,0,156476.36
Combes,640,France,Female,67,3,0,0,1,42964.63
Onwuka,753,France,Female,38,1,117314.92,1,0,122021.33
Kharlamov,559,Spain,Male,38,3,145874.35,1,0,56311.39
Scott,754,Spain,Female,50,7,146777.44,0,1,150685.52
Lettiere,621,France,Male,51,4,109978.83,0,0,177740.58
Osonduagwuike,654,France,Female,37,5,0,0,1,71492.28
Wan,650,Spain,Male,24,8,108881.73,1,0,104492.83
Donaldson,831,Spain,Female,44,10,0,0,1,47729.33
Chukwufumnanya,519,France,Male,39,2,112957.26,1,0,97593.16
Ma,552,France,Female,42,8,103362.14,0,1,186869.58
Alexander,577,Spain,Male,41,4,89015.61,0,1,135227.23
Nkemjika,576,Spain,Male,45,5,133618.01,0,0,135244.87
Carroll,646,France,Male,40,5,93680.43,1,1,179473.26
Obioma,711,France,Female,45,1,97486.15,1,0,50610.62
Campbell,806,Spain,Female,37,2,137794.18,0,1,75232.02
Sims,670,France,Female,39,8,101928.51,0,0,89205.54
McKay,679,Spain,Female,28,9,0,0,1,61761.77
Huang,850,Spain,Female,39,6,0,1,0,103921.43
Campbell,670,France,Female,35,2,79585.96,0,1,198802.9
Boni,733,France,Female,24,3,161884.99,1,1,9617.24
Gorbunova,764,France,Female,39,1,129068.54,1,1,187905.12
Genovese,673,France,Female,42,4,0,1,0,121440.8
Landor,588,France,Male,49,6,132623.76,1,0,36292.94
Meng,564,Spain,Male,31,5,121461.87,1,1,20432.09
Wardell,715,France,Male,32,8,175307.32,1,0,187051.23
Williams,621,France,Male,31,7,136658.61,1,1,148689.13
Ofodile,796,Spain,Female,23,3,146584.19,0,0,125445.8
Clark,672,France,Male,34,6,0,0,0,22736.06
Lo,527,Spain,Female,46,10,131414.76,1,0,54947.51
Chukwuemeka,722,France,Female,38,3,0,0,1,167984.72
Lai,596,France,Male,34,4,99441.21,0,1,4802.27
Arcuri,746,France,Female,32,4,0,1,1,72909.75
Graham,523,France,Female,26,4,0,1,0,185488.81
Krylov,624,France,Male,44,3,0,1,0,88407.51
Henry,553,Spain,Male,38,1,181110.13,1,0,184544.59
Jamieson,850,Spain,Male,33,3,100476.46,1,1,136539.13
Moore,599,France,Male,33,2,51949.95,1,0,85045.92
Tan,492,France,Male,35,8,121063.49,0,0,85421.48
Thornton,707,Spain,Male,48,8,88441.64,1,1,119903.2
Macleod,743,France,Female,30,1,127023.39,1,1,138780.89
Rizzo,522,France,Male,41,5,144147.68,1,1,14789.9
Chukwukadibia,681,Spain,Female,57,2,173306.13,0,1,131964.66
Ts'ai,826,France,Female,49,0,0,0,0,178709.98
Lu,630,France,Female,28,8,106425.75,1,1,20344.84
Kent,430,France,Female,66,6,135392.31,1,1,172852.06
Black,806,France,Female,67,1,0,0,1,103945.58
Chukwubuikem,703,Spain,Male,39,6,152685.4,0,0,183656.12
McMillan,755,France,Female,38,1,82083.52,0,1,10333.78
Ngozichukwuka,612,Spain,Female,63,2,131629.17,1,0,122109.58
Y?an,719,France,Female,54,7,0,1,1,125041.52
Sung,554,France,Female,55,0,108477.27,0,1,140003
Macartney,683,France,Male,30,4,114779.35,0,0,183171.47
Ali,749,France,Male,41,5,57568.94,1,1,61128.29
Morley,724,Spain,Male,36,1,0,1,0,52462.25
Martin,770,Spain,Male,30,8,0,0,1,50839.85
Okorie,680,France,Male,37,4,0,1,0,61240.87
Ku,699,France,Female,32,4,110559.46,1,1,127429.56
Andreyeva,442,France,Male,34,4,0,1,0,68343.08
Cheng,529,France,Male,46,8,0,0,0,126511.94
Hsia,574,Spain,Male,36,3,0,1,1,8559.66
Lane,605,France,Male,33,9,128152.82,0,0,147822.81
Findlay,515,France,Male,45,7,120961.5,1,1,39288.11
Okonkwo,632,France,Male,65,6,129472.33,1,1,85179.48
Pirogova,558,France,Male,32,10,105000.23,1,0,190019.61
McDonald,434,France,Male,55,8,109339.17,1,0,96405.88
Okonkwo,525,France,Female,59,6,55328.4,1,0,83342.73
Nnanna,640,France,Male,23,3,72012.76,1,0,161333.13
Ku,690,France,Female,36,6,110480.48,0,0,81292.33
Porter,607,Spain,Male,34,9,132439.99,1,0,177747.72
Somayina,850,France,Female,46,3,0,1,1,187980.21
Mao,780,France,Male,34,5,94108.54,1,0,177235.21
Fuller,616,France,Female,28,10,105173.99,0,1,29835.37
Craig,618,Spain,Female,40,8,0,1,0,80204.38
Trevisano,676,France,Male,29,7,131959.86,0,0,189268.81
Ruiz,507,France,Male,33,7,0,1,1,85411.01
Fraser,490,France,Male,34,5,122952.9,0,0,154360.97
Gallo,678,France,Male,36,0,107379.68,1,1,84460.18
Waterhouse,637,France,Male,30,6,122641.56,1,0,65618.01
Cremonesi,602,France,Female,33,8,0,1,1,112928.74
Feng,744,Spain,Female,30,1,124037.28,1,1,142210.94
H?,640,France,Female,50,9,117565.03,0,0,82559.77
Jara,684,France,Female,38,5,133189.4,0,0,127388.06
Wilson,495,France,Male,39,8,120252.02,1,1,10160.23
O'Callaghan,559,France,Female,28,3,152264.81,0,0,64242.31
Robson,684,France,Male,38,5,105069.98,1,1,198355.28
Pease,613,France,Male,42,7,115076.06,1,1,79323.61
Maclean,794,France,Male,30,8,0,1,1,24113.91
Lavrentyev,736,France,Female,42,7,117280.23,0,0,41921.06
Rhodes,692,France,Male,49,6,110540.43,0,1,107472.99
Murphy,703,Spain,Male,36,7,135095.47,1,0,143859.66
Alexander,720,France,Male,23,0,187861.18,1,1,104120.17
Nekrasov,777,France,Male,44,3,124655.59,0,1,79792.3
Arnold,653,France,Male,44,8,0,1,1,154639.72
Trevisan,552,France,Female,38,9,134105.01,0,0,57850.1
Mason,708,France,Female,34,4,0,1,1,62868.33
Tucker,647,France,Female,40,9,0,0,1,92357.21
Hobson,597,France,Male,52,8,83693.34,1,1,161083.53
Gordon,501,France,Male,42,9,114631.23,0,1,91429.74
Anderson,709,France,Male,44,9,128601.98,1,0,117031.2
Terry,621,France,Female,34,2,91258.52,1,0,44857.4
Lappin,799,France,Male,70,8,70416.75,1,1,36483.52
Santiago,675,France,Female,33,6,0,1,0,34045.61
Wallace,561,France,Female,35,5,0,1,0,59981.62
King,707,France,Female,42,10,0,1,1,152944.39
Fang,670,France,Male,33,6,88294.6,1,0,66979.06
May,649,Spain,Female,32,7,0,1,0,28797.32
Travis,524,France,Male,28,1,93577.3,1,1,51670.82
Nnachetam,689,France,Female,30,5,136650.89,1,1,41865.72
Zhdanova,573,Spain,Female,72,8,98765.84,1,1,96015.53
Jefferson,657,France,Male,33,1,84309.57,0,0,103914.4
Cremonesi,686,Spain,Male,39,10,136258.06,0,0,89199.51
Fang,683,France,Female,29,9,0,1,1,48849.89
Sinclair,753,France,Female,47,1,131160.85,1,0,197444.69
Begley,520,Spain,Female,30,4,145222.99,0,0,145160.96
Degtyarev,547,France,Male,25,4,98141.57,1,1,52309.8
Atkins,653,France,Male,47,6,0,1,0,50695.93
Ikenna,648,Spain,Female,28,9,102282.61,1,1,157891.11
Sun,639,France,Female,37,4,116121.84,0,1,181850.74
Lettiere,711,France,Female,25,5,190066.54,0,0,51345.39
Smith,484,France,Female,55,8,149349.58,0,0,137519.92
Finch,721,France,Male,36,1,155176.83,1,1,49653.37
Monaldo,548,France,Male,32,2,98986.28,1,1,55867.38
Ugonna,679,France,Male,41,8,147726.98,1,0,172749.4
Chiang,553,France,Male,41,1,0,1,0,90607.31
Sun,757,France,Male,36,7,144852.06,0,0,130861.95
Blackburn,581,France,Male,54,4,89299.81,0,0,5558.47
Chang,718,Spain,Male,40,9,0,0,0,121537.91
Palermo,625,France,Male,41,6,97663.16,1,0,57128.78
McEwan,744,Spain,Male,39,4,95161.75,1,0,19409.77
Davide,799,France,Male,31,9,154586.92,0,1,88604.89
Chieloka,751,Spain,Female,34,8,127095.14,0,0,479.54
Humphreys,781,France,Male,35,7,92526.15,1,1,173837.54
Cocci,777,France,Female,46,0,107362.8,1,0,487.3
Hanson,704,Spain,Female,24,2,0,1,0,35600.25
Macleod,539,France,Female,47,2,127286.04,1,1,166929.43
Ritchie,716,France,Female,29,6,0,1,1,98998.61
Nebechukwu,670,France,Male,37,2,0,1,1,54229.74
Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,105720.09
Ikemefuna,679,France,Female,30,4,77949.69,1,1,121151.46
Scott,571,France,Male,38,1,121405.04,1,1,154844.22
Chiang,512,Spain,Female,35,5,124580.69,1,1,18785.48
Artyomova,697,France,Male,35,5,133087.76,1,0,64771.61
Hsieh,424,Spain,Male,34,7,0,1,1,16250.61
Levien,684,France,Female,43,7,0,1,0,131093.99
Erskine,697,Spain,Male,62,7,0,1,0,129188.18
Fiorentino,580,France,Male,45,8,103741.14,1,0,47428.73
Okonkwo,600,France,Female,32,7,98877.95,1,0,132973.21
Monds,521,France,Male,37,5,105843.26,1,1,84908.2
Campbell,664,Spain,Male,44,7,77526.66,0,0,57338.56
Ibekwe,634,France,Male,77,5,0,1,1,161579.85
Marcelo,445,France,Female,33,7,0,1,0,122625.68
Castro,702,France,Female,36,2,105264.88,1,1,52909.87
Capon,485,France,Male,37,5,0,0,1,170226.47
Voronova,582,France,Female,40,3,110150.43,1,1,191757.65
Loggia,605,Spain,Female,57,2,0,1,0,66652.75
Law,628,France,Male,25,7,0,1,1,195977.75
Grant,604,Spain,Female,28,6,0,1,1,69056.26
Greco,724,France,Male,31,9,138166.3,1,0,12920.43
Dietz,567,France,Male,40,7,122265.24,1,0,138552.74
Martel,779,Spain,Female,55,0,133295.98,1,0,22832.71
Jarvis,785,France,Male,36,2,0,0,1,61811.1
Meng,563,France,Female,32,0,148326.09,1,0,191604.27
Hay,821,France,Female,31,2,68927.57,1,1,25445
Voronoff,747,France,Female,47,5,139914.6,0,1,129964.56
Trevascus,600,France,Female,58,8,118723.11,0,0,6209.51
Ho,625,Spain,Male,32,7,106957.28,1,1,134794.02
Hansen,773,France,Female,41,7,190238.93,1,1,57549.65
Craig,726,France,Female,53,1,113537.73,0,1,28367.21
Hall,641,Spain,Female,40,4,101090.27,1,1,51703.09
Sun,649,France,Female,46,2,0,1,1,66602.7
Durant,434,Spain,Male,33,3,0,1,1,2739.71
Jackson,738,France,Female,38,7,0,0,0,69227.42
Chigozie,762,Spain,Female,60,10,168920.75,1,0,31445.03
Farmer,507,France,Male,31,9,111589.67,1,0,150037.19
Douglas,606,France,Female,27,6,172310.33,0,1,111448.92
Ardis,655,France,Male,34,7,118028.35,1,0,51226.32
Smith,697,France,Male,51,1,147910.3,1,1,53581.14
Butler,504,France,Male,42,7,131287.36,1,1,149697.78
Pettry,653,France,Female,74,0,121276.32,1,1,160348.31
John,660,Spain,Male,38,6,109869.32,1,1,154641.91
Potter,652,France,Female,34,6,97435.85,1,1,104331.76
Shaw,669,France,Female,42,9,0,0,0,135630.32
Boyle,594,France,Male,35,2,133853.27,1,1,65361.66
Elmore,756,France,Male,32,0,109528.16,1,1,56176.31
Udinesi,642,France,Female,33,4,84607.34,0,1,60059.47
Sun,486,France,Male,37,1,101438,0,0,51364.56
Tuan,804,France,Male,55,7,0,1,1,118752.6
Lawrence,629,France,Male,59,9,113657.83,1,1,116848.79
Burrows,581,Spain,Female,44,7,189318.16,1,0,45026.23
Shao,667,France,Male,31,3,99513.91,1,1,189657.26
White,667,Spain,Male,35,4,97585.32,0,0,57213.46
Chialuka,679,France,Male,29,3,0,1,1,63687.06
Toscano,680,France,Female,43,4,0,1,1,58761.33
McKay,644,Spain,Male,32,3,136659.74,1,1,14187.78
Voronkov,571,France,Female,30,4,85755.86,1,0,145115.95
Sal,627,Spain,Female,35,7,0,1,0,187718.26
Ikechukwu,536,France,Male,39,4,0,1,0,27150.35
Kruglova,599,Spain,Male,33,4,51690.89,1,0,111622.76
Clements,744,Spain,Male,34,3,0,1,0,27244.35
Kennedy,709,France,Female,34,2,111669.68,1,0,57029.66
Johnson,653,France,Male,31,2,154741.45,0,0,25183.01
Chung,648,France,Male,31,7,125681.51,0,1,129980.93
Garland,663,France,Female,37,8,155303.71,1,0,118716.63
Docherty,613,France,Female,43,4,140681.68,0,1,20134.07
Nnaife,620,France,Male,28,9,71902.52,0,1,190208.23
Lettiere,661,France,Male,51,6,146606.6,1,1,68021.9
Sanderson,669,France,Male,45,1,123949.75,0,0,110881.56
Fomin,767,France,Female,33,1,144753.21,1,1,132480.75
Wright,491,France,Female,72,6,91285.22,1,1,7032.95
Buckley,653,France,Male,43,0,0,1,0,27862.58
Pan,679,France,Male,58,8,125850.53,1,1,87008.17
Manna,687,France,Male,28,7,108116.66,1,1,27411.19
Chinwendu,837,France,Female,38,2,0,1,1,46395.21
Ndubuagha,850,France,Male,28,8,67639.56,1,1,194245.29
White,663,Spain,Female,53,6,150200.23,0,1,151317.27
Hale,547,Spain,Female,22,7,141287.15,1,0,118142.79
Ross,627,France,Female,41,6,0,1,1,138700.75
Ikenna,707,France,Male,37,1,0,0,1,6035.51
Nkemdilim,629,France,Female,43,0,0,1,1,41263.69
McMillan,687,France,Female,36,4,97157.96,0,1,63185.05
Duke,588,France,Female,36,2,0,1,0,92536
Bradbury,502,France,Female,33,6,125241.17,1,1,158736.07
Bayley,793,France,Male,54,2,128966.13,0,0,18633.4
Bartlett,727,France,Male,59,5,152581.06,1,0,71830.1
Cremin,632,Spain,Female,32,1,0,1,0,19525.65
Gilchrist,474,France,Female,37,5,142688.57,1,1,110953.33
Shih,850,France,Female,31,1,130089.56,1,1,4466.21
Fitzpatrick,584,France,Male,36,9,0,1,1,105818.51
Pagan,713,France,Female,32,1,117094.02,0,0,149558.83
Hendrick,742,Spain,Male,24,8,0,1,0,4070.28
Sanderson,607,France,Female,39,10,0,1,0,132741.13
